ISTAT,Provincia,Comune,CC,Titolare,Indirizzo,Settore_merc_non_alim,Sup_alimentari,Sup_non_alimentari,Sup_Totale,Anno
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2006
19036,CR,Cremona,SI,GS SPA,VIA CASTELLEONE ANG. PICENENGO,,0.00,3400.00,3400.00,2006
19036,CR,Cremona,SI,IMMOBILIARE BETULLA SRL,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2006
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2007
19036,CR,Cremona,SI,IMMOBILIARE BETULLA SRL,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2007
19036,CR,Cremona,SI,IMMOBILIARE CARDAMINOPSIS SRL,VIA PICENENGO-VIA DÈ BERENZANI,,600.00,9400.00,10000.00,2007
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2008
19036,CR,Cremona,SI,IMMOBILIARE BETULLA SRL,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2008
19036,CR,Cremona,SI,IMMOBILIARE CARDAMINOPSIS SRL,VIA PICENENGO-VIA DÈ BERENZANI,,600.00,9400.00,10000.00,2008
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2009
19036,CR,Cremona,SI,IMMOBILIARE BETULLA SRL,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2009
19036,CR,Cremona,SI,IMMOBILIARE CARDAMINOPSIS SRL,VIA PICENENGO-VIA DÈ BERENZANI,,600.00,9400.00,10000.00,2009
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2010
19036,CR,Cremona,SI,IMMOBILIARE BETULLA SRL,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2010
19036,CR,Cremona,SI,IMMOBILIARE CARDAMINOPSIS SRL,VIA PICENENGO-VIA DÈ BERENZANI,,1200.00,8800.00,10000.00,2010
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2011
19036,CR,Cremona,SI,IMMOBILIARE BETULLA SRL,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2011
19036,CR,Cremona,SI,IMMOBILIARE CARDAMINOPSIS SRL,VIA PICENENGO-VIA DÈ BERENZANI,,1200.00,8800.00,10000.00,2011
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2012
19036,CR,Cremona,SI,IMMOBILIARE BETULLA SRL,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2012
19036,CR,Cremona,SI,IMMOBILIARE CARDAMINOPSIS SRL,VIA PICENENGO-VIA DE BERENZANI,,1200.00,8800.00,10000.00,2012
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2013
19036,CR,Cremona,SI,IMMOBILIARE BETULLA SRL,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2013
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2014
19036,CR,Cremona,SI,IMMOBILIARE BETULLA SRL,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2014
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2015
19036,CR,Cremona,SI,EUROCOMMERCIAL PROPERTIES ITALIA,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2015
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2016
19036,CR,Cremona,SI,EUROCOMMERCIAL PROPERTIES ITALIA,VIA CASTELLEONE,,6200.00,12630.00,18830.00,2016
19036,CR,Cremona,SI,EUROCOMMERCIAL PROPERTIES ITALIA,VIA CASTELLEONE,,5050.00,13780.00,18830.00,2017
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2017
19036,CR,Cremona,SI,EUROCOMMERCIAL PROPERTIES ITALIA,VIA CASTELLEONE,,5050.00,13780.00,18830.00,2018
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2018
19036,CR,Cremona,SI,ECP CREMONAPO S.R.L.,VIA CASTELLEONE,,5050.00,13780.00,18830.00,2019
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2019
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2020
19036,CR,Cremona,SI,ECP CREMONAPO S.R.L.,VIA CASTELLEONE,,5050.00,13780.00,18830.00,2020
19036,CR,Cremona,SI,ECP CREMONAPO S.R.L.,VIA CASTELLEONE,,5050.00,13780.00,18830.00,2021
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2021
19036,CR,Cremona,SI,ECP CREMONAPO S.R.L.,VIA CASTELLEONE,,5050.00,13780.00,18830.00,2022
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2022
19036,CR,Cremona,SI,ECP CREMONAPO S.R.L.,VIA CASTELLEONE,,5050.00,13780.00,18830.00,2023
19036,CR,Cremona,SI,ESSELUNGA SPA,"VIA GHISLERI, 36/38/44",,1966.00,1108.00,3074.00,2023
19035,CR,Crema,SI,COOP LOMBARDIA  ARL,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2005
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2005
19035,CR,Crema,SI,COOP LOMBARDIA  A R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2006
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2006
19035,CR,Crema,SI,COOP LOMBARDIA  A R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2007
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2007
19035,CR,Crema,SI,IIMMOBILIARE GRAN RONDO' S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2008
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2008
19035,CR,Crema,SI,IIMMOBILIARE GRAN RONDO' S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2009
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2009
19035,CR,Crema,SI,IIMMOBILIARE GRAN RONDO' S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2010
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2010
19035,CR,Crema,SI,"MARKETING TREND SPA - NATURA E SPORT SRL -
TRIO SRL - BLOCKBUSTER ITALIA SPA","VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2011
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2011
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2012
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2012
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2013
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2013
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2014
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2014
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2015
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2015
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2016
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2016
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2017
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2017
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2018
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2018
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2019
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2019
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2020
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2020
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2021
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2021
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2022
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2022
19035,CR,Crema,SI,MILLENIUM GALLERY S.R.L.,VIA LA PIRA 12,,5500.00,6250.00,11750.00,2023
19035,CR,Crema,SI,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"VIALE DE GASPERI, 76",,290.00,3095.00,3385.00,2023
19025,CR,Castelleone,SI,ZERBIMARK SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2012
19025,CR,Castelleone,SI,ZERBIMARK SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2013
19025,CR,Castelleone,SI,ZERBIMARK SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2014
19025,CR,Castelleone,SI,SUPERMERCATI EUROPA SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2015
19025,CR,Castelleone,SI,SUPERMERCATI EUROPA SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2016
19025,CR,Castelleone,SI,ITALMARK  IC SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2017
19025,CR,Castelleone,SI,ITALMARK  IC SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2018
19025,CR,Castelleone,SI,ITALMARK  IC SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2019
19025,CR,Castelleone,SI,ITALMARK  IC SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2020
19025,CR,Castelleone,SI,ITALMARK  IC SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2021
19025,CR,Castelleone,SI,ITALMARK  IC SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2022
19025,CR,Castelleone,SI,ITALMARK  IC SPA,VIA BRESSANORO 73,,1500.00,1950.00,3450.00,2023
19021,CR,Casalmaggiore,SI,COMPRABENE,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2005
19021,CR,Casalmaggiore,SI,COMPRABENE,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2006
19021,CR,Casalmaggiore,SI,COMPRABENE,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2007
19021,CR,Casalmaggiore,SI,COMPRABENE,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2008
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2009
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2010
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2011
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2012
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2013
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2014
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2015
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2016
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2017
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2018
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2019
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2020
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2021
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2022
19021,CR,Casalmaggiore,SI,CONSORZIO PADANO,"VIA VOLTA, 49",,1499.00,4330.00,5829.00,2023
19005,CR,Bagnolo Cremasco,NO,NEW CASALOGO DI PAVESI GIAMPAOLO & MARINA S.N.C.,S.S. 415   KM. 29,C,0.00,2400.00,2400.00,2005
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI SRL,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2005
19005,CR,Bagnolo Cremasco,NO,NEW CASALOGO DI PAVESI GIAMPAOLO & MARINA S.N.C.,S.S. 415   KM. 29,C,0.00,2400.00,2400.00,2006
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2006
19005,CR,Bagnolo Cremasco,NO,NEW CASALOGO DI PAVESI GIAMPAOLO & MARINA S.N.C.,S.S. 415 KM. 29,C,0.00,2400.00,2400.00,2007
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2007
19005,CR,Bagnolo Cremasco,NO,NEW CASALOGO DI PAVESI GIAMPAOLO & MARINA S.N.C.,S.S. 415   KM. 29,C,0.00,2400.00,2400.00,2008
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2008
19005,CR,Bagnolo Cremasco,NO,NEW CASALOGO DI PAVESI GIAMPAOLO & MARINA S.N.C.,S.S. 415   KM. 29,C,0.00,2400.00,2400.00,2009
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2009
19005,CR,Bagnolo Cremasco,NO,NEW CASALOGO DI PAVESI GIAMPAOLO & MARINA S.N.C.,S.S. 415   KM. 29,C,0.00,2400.00,2400.00,2010
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2010
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2011
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2012
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2013
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2014
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2015
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2016
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2017
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2018
19005,CR,Bagnolo Cremasco,SI,GESTIONE CENTRI COMMERCIALI S.R.L.,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2019
19005,CR,Bagnolo Cremasco,SI,SOCIETÀ BENNET,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2020
19005,CR,Bagnolo Cremasco,SI,SOCIETÀ BENNET,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2021
19005,CR,Bagnolo Cremasco,SI,SOCIETÀ BENNET,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2022
19005,CR,Bagnolo Cremasco,SI,SOCIETÀ BENNET,VIA L. DA VINCI  N. 61,,1500.00,5946.00,7446.00,2023
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA 1A LATERALE SINISTRA DI VIA MONTEBELLO, 2/A",,1900.00,1000.00,2900.00,2005
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,1900.00,1000.00,2900.00,2006
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2007
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2008
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2009
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2010
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2011
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2012
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2013
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2014
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2015
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2016
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2017
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2018
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2019
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2020
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2021
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2022
18182,PV,Voghera,NO,ESSELUNGA SPA,"VIA A. MEUCCI, 2 A/B",,2185.00,1150.00,3335.00,2023
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,1595.00,2005.00,3600.00,2005
18177,PV,Vigevano,SI,PROMO CENTRO ITALIA SRL-IL SAGITTARIO SPA- EURO EDES SPA,V.LE INDUSTRIA 255,,4200.00,7800.00,12000.00,2005
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,1595.00,2005.00,3600.00,2006
18177,PV,Vigevano,SI,PROMO CENTRO ITALIA SRL-IL SAGITTARIO SPA- EURO EDES SPA,V.LE INDUSTRIA 255,,4200.00,10800.00,15000.00,2006
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2005.00,4140.00,2007
18177,PV,Vigevano,SI,PROMOCENTRO ITALIA SPA-IL SAGITTARIO SPA- EURO EDES SPA,V.LE INDUSTRIA 255,,4200.00,10800.00,15000.00,2007
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2005.00,4140.00,2008
18177,PV,Vigevano,SI,PROMOCENTRO ITALIA SPA-IL SAGITTARIO SPA- EURO EDES SPA,V.LE INDUSTRIA 255,,4200.00,10800.00,15000.00,2008
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2005.00,4140.00,2009
18177,PV,Vigevano,SI,PROMOCENTRO ITALIA SPA-IL SAGITTARIO SPA- EURO EDES SPA,V.LE INDUSTRIA 255,,4200.00,10800.00,15000.00,2009
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2005.00,4140.00,2010
18177,PV,Vigevano,SI,PROMOCENTRO ITALIA SPA-IL SAGITTARIO SPA- EURO EDES SPA,V.LE INDUSTRIA 255,,4200.00,10800.00,15000.00,2010
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2005.00,4140.00,2011
18177,PV,Vigevano,SI,"PROMOCENTRO ITALIA SPA -
IL SAGITTARIO SPA - EURO EDES SPA",V.LE INDUSTRIA 255,,4200.00,10800.00,15000.00,2011
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2865.00,5000.00,2012
18177,PV,Vigevano,SI,PROMOCENTRO ITALIA SPA-IL SAGITTARIO SPA- EURO EDES SPA,V.LE INDUSTRIA 255,,4200.00,12300.00,16500.00,2012
18177,PV,Vigevano,SI,BENI STABILI S.P.A. SIIQ - IL SAGITTARIO S.P.A. - RGD GESTIONI S.R.L.,V.LE INDUSTRIA 225,,4200.00,12300.00,16500.00,2013
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2865.00,5000.00,2013
18177,PV,Vigevano,SI,BENI STABILI S.P.A. SIIQ - IL SAGITTARIO S.P.A. - RGD GESTIONI S.R.L.,V.LE INDUSTRIA 225,,4200.00,12300.00,16500.00,2014
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2865.00,5000.00,2014
18177,PV,Vigevano,SI,BENI STABILI S.P.A. SIIQ - IL SAGITTARIO S.P.A. - RGD GESTIONI S.R.L.,V.LE INDUSTRIA 225,,4200.00,12300.00,16500.00,2015
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2865.00,5000.00,2015
18177,PV,Vigevano,SI,BENI STABILI S.P.A. SIIQ - IL SAGITTARIO S.P.A. - RGD GESTIONI S.R.L.,V.LE INDUSTRIA 225,,4200.00,12300.00,16500.00,2016
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2865.00,5000.00,2016
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2865.00,5000.00,2017
18177,PV,Vigevano,SI,BENI STABILI S.P.A. SIIQ - IL SAGITTARIO S.P.A. - RGD GESTIONI S.R.L.,V.LE INDUSTRIA 225,,4200.00,12300.00,16500.00,2017
18177,PV,Vigevano,SI,BENI STABILI S.P.A. SIIQ - IL SAGITTARIO S.P.A. - RGD GESTIONI S.R.L.,V.LE INDUSTRIA 225,,4200.00,12300.00,16500.00,2018
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2865.00,5000.00,2018
18177,PV,Vigevano,SI,ATTIVITA' COMMERCIALI VIGEVANO S.R.L.,V.LE INDUSTRIA 225,,4200.00,12300.00,16500.00,2019
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2865.00,5000.00,2019
18177,PV,Vigevano,SI,ATTIVITA' COMMERCIALI VIGEVANO S.R.L.,V.LE INDUSTRIA 225,,4200.00,12300.00,16500.00,2020
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2865.00,5000.00,2020
18177,PV,Vigevano,SI,ATTIVITA' COMMERCIALI VIGEVANO S.R.L.,V.LE INDUSTRIA 225,,4200.00,12300.00,16500.00,2021
18177,PV,Vigevano,SI,ESSELUNGA SPA,VIA S. MARIA ANG. VIA COMMERCIO,,2135.00,2865.00,5000.00,2021
